,filename,text,pred_str
1998,cv-valid-dev/sample-001998.mp3,EVEN THEN HE HARDLY UNDERSTOOD WHAT THIS MEANT,EVEN THEN HE HARDLY UNDERSTOOD WHAT THIS MEANT
1999,cv-valid-dev/sample-001999.mp3,IF HE MAKES A BUYING MISTAKE IT DOESN'T AFFECT HIM MUCH,IF HE MAKES A BUYING MISTAKE IT DOESN'T AFFECT HIM MUCH
2000,cv-valid-dev/sample-002000.mp3,THE BOY FELT A PANG IN HIS HEART THINKING ABOUT THE MERCHANT'S DAUGHTER,THE BOY FELT A PANG IN HIS HEART THINKING ABOUT THE MERCHANT'S DAUGHTER
2001,cv-valid-dev/sample-002001.mp3,WHEN HE SPEAKS IN OUR LANGUAGE I CAN INTERPRET WHAT HE HAS SAID,WHEN HE SPEAKS IN OUR LANGUAGE I CAN INTERPRET WHAT HE HAS SAID
2002,cv-valid-dev/sample-002002.mp3,I THOUGHT THAT SOMEDAY I'D BE RICH AND COULD GO TO MECCA,I THOUGHT THAT SOME DAY IG'D BE RICH AND COULD GO TO MECCA
2003,cv-valid-dev/sample-002003.mp3,NOBODY'D EVER TELL YOU WHOEVER IT WAS BECAUSE THEY'D BE SCARED,NOBODY'D EVER TELL YOU WHOEVER IT WAS BECAUSE THEY'D BE SCARED
2004,cv-valid-dev/sample-002004.mp3,DID YOU SEE THE GARDEN THAT IT TOOK THE MASTER GARDENER TEN YEARS TO CREATE,WHAFORDID YOU SEE THE GARDEN THAT IT TOOK THE MASTER GARDENER TEN YEARS TO CREATE
2005,cv-valid-dev/sample-002005.mp3,I SAID GOOD NIGHT,I SAY GOOD NIGHT
2006,cv-valid-dev/sample-002006.mp3,NOW I WILL DRIFT GENTLY OFF TO DREAMLAND,NOW I WILL DRIFT GENTLY AF TO DREAM AND
2007,cv-valid-dev/sample-002007.mp3,TANGIER IS NOT LIKE THE REST OF AFRICA,TANGIER IS NOT LIKE THE REST OF AFRICA
2008,cv-valid-dev/sample-002008.mp3,THOSE WOMEN ARE ALL CARD SHARKS DON'T BE FOOLED,THOSE WOMEN ARE ALL CAR CHARKS DON'T BE FOOLED
2009,cv-valid-dev/sample-002009.mp3,AND FOR WISE MEN GOLD IS THE METAL THAT EVOLVED THE FURTHEST,AND FOUR WISE MEN GOLD IS THE METAL THAT EVOLVED THE FURTHEST
2010,cv-valid-dev/sample-002010.mp3,YOU'LL BE THE COUNSELOR OF THE OASIS,YOU'LL BE THE COUNSILLOR OF THE OASIS
2011,cv-valid-dev/sample-002011.mp3,HE HAD FOUND WHERE HIS TREASURE WAS AND WAS FRIGHTENED AT WHAT MIGHT HAPPEN,HE HAD FOUND WHERE HIS TREASURE WAS AND WAS FRIGHTENED AT WHAT MIGHT HAPPEN
2012,cv-valid-dev/sample-002012.mp3,KEEP YOUR SHIRT ON,FIGUSHURDON
2013,cv-valid-dev/sample-002013.mp3,WORK FOR SOMEBODY ELSE,WORK FOR SOMEBODY ELSE
2014,cv-valid-dev/sample-002014.mp3,I NEED A DRINK,HINID A DRINK
2015,cv-valid-dev/sample-002015.mp3,HE DECANTED THE WINE AND BEGAN TO RECOUNT THE DISTURBING STORY HE HAD BEEN TOLD,HE DECANTED THE WINE AND BEGAN TO RECOUNT THE DISTURBING STORY HE HAD BEEN TOLD
2016,cv-valid-dev/sample-002016.mp3,THE CARAVANS HAD BEEN STOPPED AT GIZA FOR SOME TIME WAITING FOR THE WARS TO END,THE CARAFFANS HAD BEEN STOPPED AT GIZEV FOR SOME TIME WAITING FOR THE WORST AND
2017,cv-valid-dev/sample-002017.mp3,ALMOST EVERYONE HERE SPEAKS SPANISH,ALMOST EVERY ONE HERE ISPEAK SPANISH
2018,cv-valid-dev/sample-002018.mp3,I REMEMBER HOW I SAT ON THE TABLE THERE IN THE BLACKNESS WITH PATCHES OF GREEN AND CRIMSON SWIMMING BEFORE MY EYES,I REMEMBER HOW I SAT ON THE TABLE THERE IN THE BLACKNESS WITH PATCHES OF GREEN AND CRIMSON SWIAMING BEFORE MY EYES
2019,cv-valid-dev/sample-002019.mp3,I WANT THEM BOTH ARRESTED,I WANT THEM BUTH ARRESTED
2020,cv-valid-dev/sample-002020.mp3,THE LIST WAS FRIGHTENINGLY EXTENSIVE,THE LIST WAS FRIGHTENINGLY EXTENSIVE
2021,cv-valid-dev/sample-002021.mp3,IT SEEMED TO HIM THAT IT FELL TO EARTH ABOUT ONE HUNDRED MILES EAST OF HERE,IT SEEMED TO HIM THAT IT FELL TO EARTH ABOUT ONE HUNDRED MILES EAST OF HERE
2022,cv-valid-dev/sample-002022.mp3,I WANT MY BABY TO LOOK LIKE YOU,I WANT MY BABYTO LOOK LIKE YOU
2023,cv-valid-dev/sample-002023.mp3,I WAS SCARED BUT WASTED NO TIME IN GOING OUT AND CROSSING THE BRIDGE TO THE SAND PITS,I WAS SKEERED BUT WASTED NO TIME IN GOING OUT A CROSS IN THE BRIDGES AND SAMPITS
2024,cv-valid-dev/sample-002024.mp3,JUDGE MAY NOT THINK SO,JUDGMAYR NOT THINK SO
2025,cv-valid-dev/sample-002025.mp3,EVERYTHING I DO IS FRIENDLY,EVERYTHING I DO IS FRIENDLY
2026,cv-valid-dev/sample-002026.mp3,TAKE HER TO THE HOSPITAL,TAKE HER TO THE HOSPITAL
2027,cv-valid-dev/sample-002027.mp3,THE ENGLISHMAN WAS DISAPPOINTED,THE ENGLISHMAN WAS DISAPPOINTED
2028,cv-valid-dev/sample-002028.mp3,HAVE TRUSTED MORE IN YOUR LOVE FOR FATIMA,HAVE PROSSTED MORE IN YOUR LOVE ON HARTING
2029,cv-valid-dev/sample-002029.mp3,HE JUST GOT A NEW KITE FOR HIS BIRTHDAY,HE JUST GOT A NEW KITE FOR HIS BIRTHDAY
2030,cv-valid-dev/sample-002030.mp3,SO WHEN I LOOK OUT OVER YOUR SANDS I AM ALSO LOOKING AT HER,SO WHEN I LOOK OUT OVER YOUR SANDS I AM ALSO LOOKING AT HER
2031,cv-valid-dev/sample-002031.mp3,THE MINER HAD ABANDONED EVERYTHING TO GO MINING FOR EMERALDS,THE MINER HAD ABANDONED EVERYTHING TO GO MINING FOR EMERIL
2032,cv-valid-dev/sample-002032.mp3,HE WAS EXCITED AND AT THE SAME TIME UNEASY MAYBE THE GIRL HAD ALREADY FORGOTTEN HIM,HE WAS EXCITED AND AT THE SAME TIME UNEASY MAYBE THE GIRL HAD ALREADY FORGOTTEN HIM
2033,cv-valid-dev/sample-002033.mp3,TRY IT AGAIN,DRY IT AGAIN
2034,cv-valid-dev/sample-002034.mp3,IT WAS A BUNDLE OF MONEY,IT WAS A BUNDLE OF MONEY
2035,cv-valid-dev/sample-002035.mp3,THE LOAFERS AND GOLF CADDIES WERE USED TO HANGING OUT NEAR THE RAILWAY STATION,THE LOAFERS AND GOLF CADTIES WERE USED TO HANGING OUT NEAR THE RAILWAY STATION
2036,cv-valid-dev/sample-002036.mp3,IT'S GONNA PUT OUR CITY ON THE MAP,IT'S GOING TO PUT OUR CITY ON THE MAP
2037,cv-valid-dev/sample-002037.mp3,THE CROW TILTED ITS HEAD AS IF IT WAS THINKING,THE CROW TILTED ITS HEAD AS IF IT WAS THINKING
2038,cv-valid-dev/sample-002038.mp3,THERE WERE RAISED VOICESAND SOME SORT OF STRUGGLE APPEARED TO BE GOING ON,THERE WERE RAISED VOICES AND SOME SORT OF STRUGGLE APPEARED TO BE GOING ON
2039,cv-valid-dev/sample-002039.mp3,ON THE SEVENTH DAY THE ALCHEMIST DECIDED TO MAKE CAMP EARLIER THAN USUAL,ON THES HEVING THE BUL CIMEN DESIRED TO MAKE GAMPA D
2040,cv-valid-dev/sample-002040.mp3,THE SNAKE JETTED VENOM,THE SNAKE JETTED VENOM
2041,cv-valid-dev/sample-002041.mp3,THE BOY WATCHED AS HIS COMPANION WENT TO HIS HORSE AND WITHDREW A SCIMITAR,THE BOY WATCHED AS HIS COMPANION WENT TO HIS HORSE AND WITHDREW A SCIMITAR
2042,cv-valid-dev/sample-002042.mp3,WHO TOLD YOU ABOUT OMENS THE BOY'S INTEREST WAS INCREASING BY THE MOMENT,WHO TOLD YOU ABOUT OMENS THE BOY'S INTEREST WAS INCREASING BY THE MOMENTS
2043,cv-valid-dev/sample-002043.mp3,ONE CAN IMAGINE THESE TWO COVERED WITH SAND RUNNING UP THE LITTLE STREET IN THE BRIGHT SUNLIGHT,ONE CAN IMAGINE THESE TWO COVERED WITH SAND RUNNING UP THE LITTLE STRAIT IN THE BRIGHT SUNLIGHT
2044,cv-valid-dev/sample-002044.mp3,ABOUT HOW WEALTHY WOULD YOU SAY,ABOUT HOW WEALTHY WOULD YOU SAY
2045,cv-valid-dev/sample-002045.mp3,HIS SOUL MUST BE TOO PRIMITIVE TO UNDERSTAND THOSE THINGS HE THOUGHT,HIS SOUL MUST BE TOO PRIMITIVE TO UNDERSTAND THOSE THINGS HE SOUGHT
2046,cv-valid-dev/sample-002046.mp3,WE LIT THE LANTERN AND WALKED OVER TO HIS HOUSE,WE LIT THE LANTERN AND WALKED OVER TO HIS HOUSE
2047,cv-valid-dev/sample-002047.mp3,THE THREE FELL SILENT,THE THREE FELL SILENT
2048,cv-valid-dev/sample-002048.mp3,DON'T THEY USUALLY KEEP THE GUN ON THE FLOOR,DON'T THEY USUALLY KEEP THE GUN ON THE FLOOR
2049,cv-valid-dev/sample-002049.mp3,I'M A SUCKER FOR THIS COUNTRY,IM A SUCCR FOR THIS COUNTRY
2050,cv-valid-dev/sample-002050.mp3,HUNCHES HIS MOTHER USED TO CALL THEM,HUNCHES HIS MOTHER USED TO CALL
2051,cv-valid-dev/sample-002051.mp3,I LEFT MY FATHER MY MOTHER AND THE TOWN CASTLE BEHIND,I LEFT MY FATHER MY MOTHER AND THE TOWN CASTLE BEHIN
2052,cv-valid-dev/sample-002052.mp3,IN THOSE DAYS VERY FEW OF THE PEOPLE HAD ANY IDEA ABOUT ASTRONOMY,IN THOSE DAYS VERY FEW THE PEOPLE HAD ANY IDEA ABOUT ASTRONOMY
2053,cv-valid-dev/sample-002053.mp3,ABOUT TIME ONE OF YOU LUNKHEADS SAID IT,AT BOUTTIME ONE OF YOU LANQUTS SAID IT
2054,cv-valid-dev/sample-002054.mp3,NO THE ALCHEMIST ANSWERED,NO THE ALCHIMIST ANSWERED
2055,cv-valid-dev/sample-002055.mp3,WITH THIS KIND OF ORGANIZATION I FIND IT'S MUCH EASIER TO PRIORITIZE WITHIN A CATEGORY,WITH THIS KIND OF ORGANIZATION I FIND IT'S MUCH EASIER TO PRIRORITIZE WITHIN A CATEGORY
2056,cv-valid-dev/sample-002056.mp3,CONGRESSMAN AARON IS HERE TO SEE YOU,COUNGLESSMAN AYRON IS HERE TO SEE HER
2057,cv-valid-dev/sample-002057.mp3,WHEN I'M EATING THAT'S ALL I THINK ABOUT,WHEN I'M EETING THAT'S ALL I THINK ABOUT
2058,cv-valid-dev/sample-002058.mp3,TONIGHT WE GIVE YOU SOMETHING ENTIRELY NEW AND DIFFERENT,TO NIGHT WE GIVE YOU SOMETHING ENTIRELY NEW AND DIFFERENT
2059,cv-valid-dev/sample-002059.mp3,THIS MAN'S GOING TO JUMP AS A MATTER OF PRINCIPLE,THERES MAN'S GOING TO JUMP AS A MATTER OF PRINCIPLE
2060,cv-valid-dev/sample-002060.mp3,PARACETAMOL SHOULD GET RID OF THAT PAIN,PARACITUMALE SHOULD GET RID OF THAT FAIM
2061,cv-valid-dev/sample-002061.mp3,THEY WERE PEOPLE OF THE DESERT AND CLAMORED TO HEAR HIS STORIES ABOUT THE GREAT CITIES,THERE WERE PEOPLE OF THE DESSERT AND CLAMORED TO HEAR HIS STORIES ABOUT THE GREAT CITIES
2062,cv-valid-dev/sample-002062.mp3,HIRES TWO PERSONAL TRAINERS AND MAKE ONE OF THEM TRAIN THE OTHER ONE,HIGERS TWO PERSONAL TRAINERS AND MAKE ONE OF THEM TRAIN THE OTHER ONE
2063,cv-valid-dev/sample-002063.mp3,IT WAS FAINTLY MARKED WITH TRANSVERSE STRIPES AND SLIGHTLY FLATTENED FROM THE PERFECT ROUND,IT WAS WINTLY MARKED WITH THAT TRANCSWER STRIPES AND SLIGHTLY FED IN FROM THE PARPET DROWN
2064,cv-valid-dev/sample-002064.mp3,IT WAS A USEFUL REMINDER TO COMPLETE THE TASK,IT WAS A USEFUL REMINDER TO COMPLETE THE TASK
2065,cv-valid-dev/sample-002065.mp3,OF COURSE THE TWO WERE UNABLE TO DO ANYTHING,OF COURSE THE TWO WERE UNABLE TO DO ANYTHING
2066,cv-valid-dev/sample-002066.mp3,I HAVE HAD THE SAME DREAM TWICE HE SAID,I'VE HAD THE SAME DREAM TWICE HE SAID
2067,cv-valid-dev/sample-002067.mp3,WELL WHY DON'T WE GO THERE RIGHT NOW THE BOY ASKED,WELL WHY DON'T WE GO THERE RY NOW THE BOY ASKED
2068,cv-valid-dev/sample-002068.mp3,GO BACK TO WATCHING THE CARAVAN HE SAID,GO BACK TO WATCH IN THE CARAVAN HE SAID
2069,cv-valid-dev/sample-002069.mp3,HE FELL ASLEEP AND WHEN HE AWOKE THE SUN WAS ALREADY HIGH,HE FELL ASLEEP AND WHEN HE AWOKE THE SUN WAS ALREADY HIGH
2070,cv-valid-dev/sample-002070.mp3,I HAD TO ACT QUICKLY THAT'S WHY I JUMPED IN,I HEARD TO AT QUICKLY THAT'S RAR JUMPLIN
2071,cv-valid-dev/sample-002071.mp3,THE SWORD DIDN'T FALL,THE SWORD DIDN'T FALL
2072,cv-valid-dev/sample-002072.mp3,I WAITED ALL AFTERNOON AND EVENING HE SAID,I WAITED ALL AFTERNOON AND EVENING HE SAID
2073,cv-valid-dev/sample-002073.mp3,THE END OF THE CYLINDER WAS STILL AS OGILVY AND HENDERSON HAD LEFT IT,THE END OF THE CYLINDER WAS STILL AS OUGLUVY AND HENDERSEN HAD LEFT IT
2074,cv-valid-dev/sample-002074.mp3,BUT FINALLY THE MERCHANT APPEARED AND ASKED THE BOY TO SHEAR FOUR SHEEP,BUT FINALLY THE MERCHANT APPEARED AND ASKED THE BOY TO SHEER FOR SHAPE
2075,cv-valid-dev/sample-002075.mp3,ALL I SAY IS SPIT THEM OUT,ALL A HE HAS BIAT THEM OFF
2076,cv-valid-dev/sample-002076.mp3,ABSOLUTELY DESPICABLE THAT GINGERBREAD MEN ARE FORCED TO LIVE IN HOUSES MADE OF THEIR OWN FLESH,ABSOLUTELY DESPEGATHERED THAT GINGERED WID MEN ARE FORCED TO LIVE IN HOUSEAS MAR OF THEIR OWN FLASH
2077,cv-valid-dev/sample-002077.mp3,LIFE IS BEAUTIFUL,WIFE IS BEAUTIFUL
2078,cv-valid-dev/sample-002078.mp3,THE BOY WAS STARTLED,THE BOY WAS PARTLED
2079,cv-valid-dev/sample-002079.mp3,I HOPE IT WORKS,I HOPE IT WORKS
2080,cv-valid-dev/sample-002080.mp3,THIS IS WHY ALCHEMY EXISTS THE BOY SAID,THIS IS WHY HOWCHIMIE EXISTS THE BOY SAID
2081,cv-valid-dev/sample-002081.mp3,I DON'T KNOW WHO ANYBODY IS ANY MORE,I DON'T KNOW WHOM ANYBODY IS ANYMORE
2082,cv-valid-dev/sample-002082.mp3,SHE'S GOOD ENOUGH FOR ME,SHE'S GETTEN OFF ME
2083,cv-valid-dev/sample-002083.mp3,THE STEEL OF ITS BLADE GLITTERED IN THE LIGHT OF THE MOON,THE STEEL OF IGE BLADE GLITTERED IN THE LIGHTS O LIMINE
2084,cv-valid-dev/sample-002084.mp3,YOU FIGHT IT CUT,YOU FIGHT IT CAT
2085,cv-valid-dev/sample-002085.mp3,WE'VE CERTAINLY BEEN IN SOME SWEET JAMS,WE'VE CERTAINLY BEEN UN SIN SWEET JAMS
2086,cv-valid-dev/sample-002086.mp3,NEVER MIND THOSE GUYS,NEVER MIND THOSE GUIES
2087,cv-valid-dev/sample-002087.mp3,THE TERROR WAS PALPABLE,THE TERROR WAS PALPABLE
2088,cv-valid-dev/sample-002088.mp3,AM I TALKING TOO MUCH,AM I TALKING TOO MUCH
2089,cv-valid-dev/sample-002089.mp3,I HEARD A FAINT MOVEMENT UNDER MY FEET,I HEARD A FAINT MOVEMENT UNDER MY FEET
2090,cv-valid-dev/sample-002090.mp3,I'M TRYING TO THINK OF SOMETHING BEFORE THOSE REPORTERS GET BACK,I'M TRYING TO THINK OF SOMETHING BEFORE THOSE REPORTERS GET BACK
2091,cv-valid-dev/sample-002091.mp3,REVENGE IS NOT MY STYLE BUT OBVIOUSLY ACCIDENTS WILL HAPPEN,REVENGE IS NOT MY STYLE BUT OBVIOUSLY ACCIDENTS WILL HAVE
2092,cv-valid-dev/sample-002092.mp3,JOHNATHAN ASSESSED THE SITUATION CAREFULLY,JONATHAN ASSESSED THE SITUATION CAREFULLY
2093,cv-valid-dev/sample-002093.mp3,HE HAD SUDDENLY REMEMBERED THAT IN TARIFA THERE WAS AN OLD WOMAN WHO INTERPRETED DREAMS,HE HAD SUDDENLY REMEMBERED THAT IN TARIPA THERE WAS AN OLD WOMAN WHO INTERPRETED DREAMS
2094,cv-valid-dev/sample-002094.mp3,THE BOY BEGAN TO DIG INTO THE DUNE,THE BOY BEGAN TO DIG INTO THE JUNE
2095,cv-valid-dev/sample-002095.mp3,ADVANCING SLOWLY THEY SEARCHED AMONG THE STONES,ADVANCING SLOWLY THEY SURGED AMONG THE STORES
2096,cv-valid-dev/sample-002096.mp3,CAN I HELP YOU ASKED THE MAN BEHIND THE WINDOW,B I HELP YOU ASK THE MAN BEHIND THE WINDOW
2097,cv-valid-dev/sample-002097.mp3,IT'S TRUE THAT EVERYTHING HAS ITS DESTINY BUT ONE DAY THAT DESTINY WILL BE REALIZED,IT'S TRUE THAT EVERYTHING HAS ITS DESTINY BUT ONE DAY THAT DESTINY WILL BE REALIZED
2098,cv-valid-dev/sample-002098.mp3,EVERYTHING I SAY IS RIGHT,EVERYTHING I SAYS RIGHT
2099,cv-valid-dev/sample-002099.mp3,HUNDREDS OF OBSERVERS SAW THE FLAME THAT NIGHT AND THE NIGHT AFTER,HUNDRID OF ASCASIA SANTIFOILED THAT NIGHT AND THEY MIGHT AFTO
2100,cv-valid-dev/sample-002100.mp3,WHENEVER HE COULD HE SOUGHT OUT A NEW ROAD TO TRAVEL,WHENEVER HE COULD HE SOUGHT OUT A NEW ROAD TO TRAVEL
2101,cv-valid-dev/sample-002101.mp3,WHO'D YOU SAY WAS GONNA GET HIM,WHO'D YOU SAY WAS GOING TO GET EM
2102,cv-valid-dev/sample-002102.mp3,WHO DO YOU WANT,WHO DO YOU WANT
2103,cv-valid-dev/sample-002103.mp3,THE TOP OF THE CYLINDER WAS ROTATING ON ITS BODY,THE TOP OF THE CYLINDER WAS ROTATING ON ITS BODY
2104,cv-valid-dev/sample-002104.mp3,YOU'D BETTER TAKE IT EASY,YOU'D BETTER TAKE IT EASY
2105,cv-valid-dev/sample-002105.mp3,THE ENGLISHMAN WAS UNABLE TO SLEEP ONE NIGHT,THE ENGLISHMAN WAS UNABLE TO SLEEP ONE NIGHT
2106,cv-valid-dev/sample-002106.mp3,IT WAS NO MORE EXCITING THAN AN OVERTURNED CARRIAGE OR A TREE BLOWN ACROSS THE ROAD,IT WAS NO MORE EXCITING THAN AN OVERTURNED CARRIAGE OR A TREEN BLOWN ACROSS THE ROAD
2107,cv-valid-dev/sample-002107.mp3,BUT THEN HE REMEMBERED THAT HE WASN'T GOING TO HAVE TO PAY ANYTHING,BUT THEN HE REMEMBERED THAT HE WASN'T GOING TO HAVE TO PAY ANYTHING
2108,cv-valid-dev/sample-002108.mp3,REVENGE IS NOT MY STYLE BUT OBVIOUSLY ACCIDENTS WILL HAPPEN,REVENGE IS NOT MY STYLE BUT OBVIOUSLY ACCIDENTS WILL HAPPEN
2109,cv-valid-dev/sample-002109.mp3,I THOUGHT THE UNSCREWING MIGHT BE AUTOMATIC,I THOUGHT THE UNSCREWING MIGHT BE AUTOMATIC
2110,cv-valid-dev/sample-002110.mp3,I'LL JUST GO UPSTAIRS AND SEND IT OVER WITH A MESSENGER,ALLTUSTCO UPSTAIRS AND SEND IT OVER WITH A MESSENGER
2111,cv-valid-dev/sample-002111.mp3,SOME OF THE GREY ASH WAS FALLING OFF THE CIRCULAR EDGE,SOME OF THE GRAY ASH WAS FALLING OFF THE CIRCULAR EDGE
2112,cv-valid-dev/sample-002112.mp3,IT WAS THE SECOND OR THIRD TIME THEY'D TRIED,IT WAS A SECOND OR THIRD TIME THEY HAVE TRIED
2113,cv-valid-dev/sample-002113.mp3,MAYBE NO ONE HERE KNOWS WHAT AN ALCHEMIST IS,MAYBE NO ONE HERE KNOWS WHAT AN ALCHYMIST IS
2114,cv-valid-dev/sample-002114.mp3,AS I WATCHED THE PLANET SEEMED TO GROW LARGER AND SMALLER,AS I WATCHED THE PLANET SEEMED TO GROW LARGER AND SMALLER
2115,cv-valid-dev/sample-002115.mp3,AND THEIR EYES SPOKE OF DEATH,AND THERE I SPOKE OF DEATH
2116,cv-valid-dev/sample-002116.mp3,THERE'S NOT A REASON ON EARTH WHY YOU SHOULD,THERE'S NOT A REASON ON EARTH WHY YOU SHOULD
2117,cv-valid-dev/sample-002117.mp3,MANY TELESCOPES WERE POINTED AT IT,MANY TELESCOPES WERE POINTED AT IT
2118,cv-valid-dev/sample-002118.mp3,LIFE ATTRACTS LIFE THE ALCHEMIST ANSWERED,LIVE A TRACKS LIFE THE ORCHUMIST ANSWERED
2119,cv-valid-dev/sample-002119.mp3,HAVE HER CALL ME BACK,HAVE HER CALL ME BACK
2120,cv-valid-dev/sample-002120.mp3,WILL YOU HELP ME,WILL YOU HELP ME
2121,cv-valid-dev/sample-002121.mp3,DOWN AT THE OFFICE WE GET ALL THE HELP WE WANT,DOWN AT THE OFFICE WE GET ALL THE HELP WE WANT
2122,cv-valid-dev/sample-002122.mp3,LET ME SPEAK TO HER,LET ME SPEAK TO HER
2123,cv-valid-dev/sample-002123.mp3,TWO DAYS AGO YOU SAID THAT I HAD NEVER DREAMED OF TRAVEL THE MERCHANT ANSWERED,TWO DAYS AGO YOU SAID THAT I HAD NEVER DREAMED OF TRAVEL THE MERCHANT ANSWERED
2124,cv-valid-dev/sample-002124.mp3,THE CONQUERED HALF OF THE WORLD ON HER HORSE'S BACK,THE CONQUERED HAT OF THE WORLD ON HER HEARSES BACK
2125,cv-valid-dev/sample-002125.mp3,SHE HAD NO TEMPERATURE,SHE HAD NO TEMPERATURE
2126,cv-valid-dev/sample-002126.mp3,THE ANGEL TOUCHED THE MAN'S SHOULDER AND THEY WERE BOTH PROJECTED FAR INTO THE FUTURE,THE ANGEL TOUCHED THE MEN'S SHOULDER AND THEY WERE BOTH PROJECTED FAR INTO THE FUTURE
2127,cv-valid-dev/sample-002127.mp3,SHE KNOWS IT TOO,SHE KNOWS IT TOO
2128,cv-valid-dev/sample-002128.mp3,HE DRESSED IN HIS ARABIAN CLOTHING OF WHITE LINEN BOUGHT ESPECIALLY FOR THIS DAY,HE DRESSED IN HIS ARABIAN CLOTHING OF WHITE LINEN BOUGHT ESPECIALLY FOR THIS DAY
2129,cv-valid-dev/sample-002129.mp3,MANY TELESCOPES WERE POINTED AT IT,MANY TELESCOPES WERE POINTED AT IT
2130,cv-valid-dev/sample-002130.mp3,TANGIER IS NOT LIKE THE REST OF AFRICA,TENGIERIS NOT LIKE THE REST OF AFRICA
2131,cv-valid-dev/sample-002131.mp3,AND I'D BETTER READ YOUR BOOKS SAID THE BOY,AND I'D BETTER READ YOUR BOOKS SAID THE BOY
2132,cv-valid-dev/sample-002132.mp3,MY NAME'S PETE DAVIS,MY NAME'S PEED DAVID
2133,cv-valid-dev/sample-002133.mp3,HE SAW THE BOY APPEAR FROM THE OTHER SIDE OF THE DUNES,HE SAW THE BOY APPEAR FROM THE OTHER SIDE OF THE DUNES
2134,cv-valid-dev/sample-002134.mp3,I WENT STRETCHING MY LEGS CLUMSILY AND FEELING MY WAY IN THE DARK,I WENT STRETCHING MY LEGS CLUMSILY AND FEELING MY WAY IN THE DARK
2135,cv-valid-dev/sample-002135.mp3,AND THEIR EYES SPOKE OF DEATH,AND THERE I SPOKE OF DEATH
2136,cv-valid-dev/sample-002136.mp3,THE MONK LAUGHED WHEN HE SAW ME COME BACK IN TATTERS,THE MONK LAUGHED WHEN HE SAW ME COME BACK IN TATTERS
2137,cv-valid-dev/sample-002137.mp3,WE DON'T KNOW WHEN THE WAR WILL END SO WE CAN'T CONTINUE OUR JOURNEY HE SAID,WE DON'T KNOW WHEN THE WAR WITH ENDS SOR WE CAN'T CONTINUE OUR JOURNEY HE SAID
2138,cv-valid-dev/sample-002138.mp3,A DROUGHT HIT WESTERN EUROPE,THE DROUGHT HIT WESTERN EUROPE
2139,cv-valid-dev/sample-002139.mp3,THE BURNING FIRE HAD BEEN EXTINGUISHED,THE BURNING FIRE HAD BEEN EXTINGUISHED
2140,cv-valid-dev/sample-002140.mp3,HE WAS TENSE AND UPSET BECAUSE HE KNEW THAT THE OLD MAN WAS RIGHT,HE WAS TENSEND UPSET BECAUSE HE KNEW THAT THE OLD MAN WAS RIGHT
2141,cv-valid-dev/sample-002141.mp3,CAN I HELP YOU ASKED THE MAN BEHIND THE WINDOW,CAN I HELP YOU ASKED THE MAN BEHIND A WINDOW
2142,cv-valid-dev/sample-002142.mp3,WHY THERE'S OCEANS OF ROOM HERE,WHY DARE'S OCEANS OF ROOM HERE
2143,cv-valid-dev/sample-002143.mp3,WHAT ABOUT THE BLUE ONE,WHAT ABOUT THE BLUE ON
2144,cv-valid-dev/sample-002144.mp3,TO SHOW YOU ONE OF LIFE'S SIMPLE LESSONS THE ALCHEMIST ANSWERED,TO SHOW YOU ONE OF LIFE' SIMPLE LESSONS THE ALCHEMIST ANSWERED
2145,cv-valid-dev/sample-002145.mp3,SARA CAN YOU READ ME,SARAH CAN YOU READ ME
2146,cv-valid-dev/sample-002146.mp3,SHE TOLD ME TO WRITE A PLAY FOR TONIGHT,SHE TOLD ME TO WRITE A PLAY FOR TO NIGHT
2147,cv-valid-dev/sample-002147.mp3,I FOUND A LITTLE CROWD OF ABOUT TWENTY PEOPLE SURROUNDING THE HUGE HOLE,I FOUND A LITTLE CROWD OF ABOUT TWENTY PEOPLE SURROUNDING THE HUGE HOLE
2148,cv-valid-dev/sample-002148.mp3,I HAVE THE MONEY I NEED TO BUY MY SHEEP,I HAVE THE MONEY I NEED TO BUY MY SHEEP
2149,cv-valid-dev/sample-002149.mp3,THEY WERE STRANGE BOOKS,THEY WERE STRANGE BOOKS
2150,cv-valid-dev/sample-002150.mp3,AFTER TWO HOURS HE RETURNED TO THE ROOM WHERE THE WISE MAN WAS,AFTER TWO HOURS HE RETURNED TO THE ROOM WHERE THE WISE MAN WAS
2151,cv-valid-dev/sample-002151.mp3,READING BETWEEN THE LINES REQUIRES UNDERSTANDING,READING BETWEEN THE LINES REQUIRES UNDERSTANDING
2152,cv-valid-dev/sample-002152.mp3,THE ALCHEMIST REMOVED THE PAN FROM THE FIRE AND SET IT ASIDE TO COOL,THE ALCHEMIST REMOVED THE PAN FROM THE FIRE AND SET IT ASIDE TO COOL
2153,cv-valid-dev/sample-002153.mp3,I JUST WANT TO DREAM ABOUT MECCA,I JUST WANT A DREAM ABOUT MAICA
2154,cv-valid-dev/sample-002154.mp3,I WAS RIGHT THERE AND SAW IT WITH MY OWN EYES,I WAS RIGHT THERE AND SAW IT WITH MY OWN EYES
2155,cv-valid-dev/sample-002155.mp3,DON'T ASK ME WHY I DON'T KNOW WHY,DON'T ASK ME WHY I DON'T KNOW WHY
